Address,Year Built,Community,Management Company,Fee includes,Amenities,Condo Fee,Beds,Baths,Price,Link
"2210 Loyola Ave 66,Ottawa, ON K1J 8H5",1972,Beacon Hill North,Carleton Condominim Corp,"Building Insurance, Landscape, Management Fee, Snow Removal,, Water/Sewer",,$340,3,2,"$490,000",https://www.redfin.com/on/ottawa/2210-Loyola-Ave-K1J-7W3/unit-66/home/150469539
"51 Sumac St 4,Gloucester, ON K1J 7T7",1975,Beacon Hill,Deer Park,"Building Insurance, General Maintenance and Repair, Heat, Hydro,, Landscape, Management Fee, Snow Removal, Storage, Water/Sewer",,$433.62,2,1,"$312,000",https://www.redfin.com/on/ottawa/51-Sumac-St-K1J-9M1/unit-4/home/150471712
"2000 Jasmine Cres 601,Ottawa, ON K1J 8K4",1975,Beacon Hill South,Reid property management,"Building Insurance, Caretaker, Heat, Hydro, Management Fee,, Recreation Facilities, Water/Sewer","Exercise Centre, Indoor Pool, Party Room, Sauna, Security, Storage, Lockers, Tennis Court(S)",$580,2,1,"$205,500",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-601/home/150475912
"2000 Jasmine Cres 707,Ottawa, ON K1J 8K4",1974,Beacon Hill South,Reid Property Management,"Building Insurance, General Maintenance and Repair, Heat, Hydro,, Landscape, Management Fee, Reserve Fund Allocation, Snow Removal, Water/Sewer","Balcony, Exercise Centre, Indoor Pool, Laundry, Sauna, Tennis, Court(S), Whirlpool",$584,2,1,"$265,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-707/home/150476556
"2166 Loyola Ave 132,Ottawa, ON K1J 8H5",1973,Beacon Hill North,Condominium Management Group,"Building Insurance, Caretaker, Management Fee, Snow Removal,, Water/Sewer",,$340,3,1.5,"$551,000",https://www.redfin.com/on/ottawa/2166-Loyola-Ave-K1J-8H5/unit-132/home/150477806
"1900 Marquis Ave 2,Ottawa, ON K1J 8J2",1974,Beacon Hill,Condo Management Group,"Building Insurance, Caretaker, General Maintenance and Repair,, Landscape, Management Fee, Recreation Facilities, Reserve Fund Allocation,, Water/Sewer",Outdoor Pool,$474.97,4,1.5,"$525,000",https://www.redfin.com/on/ottawa/1900-Marquis-Ave-K1J-8J2/unit-2/home/150477919
"915 Elmsmere Rd 1308,Ottawa, ON K1J 8H8",1972,Beacon Hill,CMG,"Amenities, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Recreation Facilities, Water/Sewer","Balcony, Elevator, Outdoor Pool",$556,2,1,"$323,000",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-1308/home/150481794
"915 Elmsmere Rd 411,Ottawa, ON K1J 8H8",1972,Beacon Hill South,Hillsview Management,"Amenities, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Recreation Facilities, Water/Sewer","Elevator, Guest Suite, Laundry, Outdoor Pool, Party Room, Sauna,, Storage Lockers",$543,2,1,"$290,700",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-411/home/150482016
"915 Elmsmere Rd 702,Ottawa, ON K1J 8H8",1973,Beacon Hill South,Hillsview Management,"Amenities, Building Insurance, Caretaker, Garbage Removal, Heat,, Hydro, Recreation Facilities, Snow Removal, Water/Sewer","Elevator, Guest Suite, Outdoor Pool, Playground, Sauna, Storage, Lockers, Workshop",$543,2,1,"$300,000",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-702/home/150482335
"915 Elmsmere Rd 504,Ottawa, ON K1J 8H8",1973,Beacon Hill South,CMG,"Building Insurance, Caretaker, Heat, Hydro, Management Fee,, Recreation Facilities, Water/Sewer","Elevator, Exercise Centre, Guest Suite, Laundry, Outdoor Pool,, Party Room, Storage Lockers",$564,2,1,"$300,000",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-504/home/150482538
"2020 Jasmine Cres 903,Ottawa, ON K1J 8K5",1975,Beacon Hill South,Reid Property Management,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Heat, Hydro, Management Fee, Water/Sewer","Elevator, Indoor Pool, Party Room, Recreation Centre, Sauna,, Storage Lockers, Tennis Court(S)",$658,3,1.5,"$245,000",https://www.redfin.com/on/ottawa/2020-Jasmine-Cres-K1J-8K5/unit-903/home/150484007
"2020 Jasmine Cres 205,Ottawa, ON K1J 8K5",1974,Beacon Hill South,Reid Property Management,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Heat, Hydro, Landscape, Recreation Facilities, Snow Removal,, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room",$565,2,1,"$220,000",https://www.redfin.com/on/ottawa/2020-Jasmine-Cres-K1J-8K5/unit-205/home/150484144
"2020 Jasmine Cres 1109,Gloucester, ON K1J 8K5",1975,Beacon Hill South,Reid Property Management,"Building Insurance, Caretaker, Heat, Hydro, Management Fee,, Recreation Facilities, Water/Sewer","Balcony, Exercise Centre, Indoor Pool, Party Room, Sauna, Storage, Lockers, Tennis Court(S)",$660,3,2.5,"$241,500",https://www.redfin.com/on/ottawa/2020-Jasmine-Cres-K1J-8K5/unit-1109/home/150486270
"2111 Montreal Rd 164,Ottawa, ON K1J 8M8",1975,Beacon Heights,Reid Property Management,"Building Insurance, Caretaker, Common Area Hydro, General, Maintenance and Repair, Landscape, Management Fee, Recreation Facilities,, Reserve Fund Allocation, Snow Removal, Water/Sewer",Outdoor Pool,$412,3,1,"$465,000",https://www.redfin.com/on/ottawa/2111-Montreal-Rd-K1J-8M8/unit-164/home/150486326
"2111 Montreal Rd 42,Ottawa, ON K1J 8M8",1975,Beacon Hill,REID PROPERTY MANAGEMENT,"Building Insurance, Caretaker, Common Area Hydro, General, Maintenance and Repair, Landscape, Management Fee, Reserve Fund Allocation,, Snow Removal, Water/Sewer",Outdoor Pool,$424,4,1.5,"$563,000",https://www.redfin.com/on/ottawa/2111-Montreal-Rd-K1J-8M8/unit-42/home/150487568
"2111 Montreal Rd 17,Ottawa, ON K1J 8M8",1975,Beacon Heights,Reid Property Management,"Building Insurance, Caretaker, Common Area Hydro, General, Maintenance and Repair, Landscape, Management Fee, Recreation Facilities,, Reserve Fund Allocation, Snow Removal, Water/Sewer",Outdoor Pool,$424,3,1.5,"$552,600",https://www.redfin.com/on/ottawa/2111-Montreal-Rd-K1J-8M8/unit-17/home/150488311
"2111 Montreal Rd 83,Ottawa, ON K1J 8M8",1975,Beaconwood,Reid Property Management,"Building Insurance, Caretaker, Management Fee, Recreation, Facilities, Snow Removal, Water/Sewer",Outdoor Pool,$460,3,1.5,"$501,999",https://www.redfin.com/on/ottawa/2111-Montreal-Rd-K1J-8M8/unit-83/home/150488752
"837 Eastvale Dr 82,Gloucester, ON K1J 7T5",1972,Beacon Hill North,Condominium Management Group,"Building Insurance, Caretaker, Management Fee, Reserve Fund, Allocation, Snow Removal",,$350,3,1.5,"$375,000",https://www.redfin.com/on/ottawa/837-Eastvale-Dr-K1J-7T5/unit-82/home/150489998
"896 Elmsmere Rd 6,Ottawa, ON K1J 2T6",1971,Beacon Hill South,Deerpark Management,"Building Insurance, Caretaker, Heat, Hydro, Storage, Water/Sewer",None,$433.68,2,1,"$205,000",https://www.redfin.com/on/ottawa/896-Elmsmere-Rd-K1J-7T6/unit-6/home/150496977
"2000 Jasmine Cres 516,Ottawa, ON K1J 8K4",1974,Beacon Hill South,Reid Property Management,"Building Insurance, Heat, Hydro, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna, Tennis, Court(S)",$658,3,1.5,"$239,900",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-516/home/150497521
"2000 Jasmine Cres 502,Ottawa, ON K1J 8K4",1975,Beacon Hill South,Reid Property Management,"Building Insurance, Caretaker, Heat, Hydro, Management Fee,, Recreation Facilities, Reserve Fund Allocation, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna, Storage, Lockers, Workshop",$576,2,1,"$235,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-502/home/150497800
"2000 Jasmine Cres 916,Ottawa, ON K1J 8K4",1975,Beacon Hill South,Reid Property Management,"Building Insurance, General Maintenance and Repair, Heat, Hydro,, Landscape, Recreation Facilities, Reserve Fund Allocation, Snow Removal,, Water/Sewer","AC, Balcony, Indoor Pool, Recreation Centre, Sauna, Security,, Tennis Court(S)",$671,3,1.5,"$291,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-916/home/150497904
"1599 Lassiter Terr 819,Ottawa, ON K1J 8R6",1976,Beacon Hill North,Apollo Mgmt,"Air Conditioning, Amenities, Building Insurance, General, Maintenance and Repair, Heat, Hydro, Insurance, Management Fee, Water/Sewer","AC, Balcony, Concierge Service, Guest Suite, Laundry, Outdoor Pool,, Party Room",$707,2,1,"$315,430",https://www.redfin.com/on/ottawa/1599-Lassiter-Terr-K1J-8R6/unit-819/home/150505866
"1599 Lassiter Terr 311,Ottawa, ON K1J 8R6",1978,Beacon Hill North,Apollo Management,"Amenities, Building Insurance, General Maintenance and Repair,, Heat, Hydro, Management Fee, Reserve Fund Allocation, Storage, Water/Sewer","AC, Balcony, Guest Suite, Outdoor Pool, Party Room, Sauna, Storage, Lockers",$707,2,1.5,"$330,000",https://www.redfin.com/on/ottawa/1599-Lassiter-Terr-K1J-8R6/unit-311/home/150506067
"1599 Lassiter Terr 708,Ottawa, ON K1J 8R6",1976,Beacon Hill North,Appollo Mgmt,"Air Conditioning, Amenities, Building Insurance, General, Maintenance and Repair, Heat, Hydro, Insurance, Management Fee, Reserve Fund, Allocation, Water/Sewer","Elevator, Guest Suite, Laundry, Multi Use Room, Outdoor Pool,, Patio, Storage Lockers",$707,2,1,"$316,000",https://www.redfin.com/on/ottawa/1599-Lassiter-Terr-K1J-8R6/unit-708/home/150506202
"1439 Bethamy Lane,Ottawa, ON K1J 8P7",1977,Beacon Hill South,Reid Management,"Building Insurance, Caretaker, Management Fee, Water/Sewer",,$417,3,1.5,"$410,122",https://www.redfin.com/on/ottawa/1439-Bethamy-Lane-K1J-8P6/home/150564553
"1621 Locksley Lane,Ottawa, ON K1J 1B6",1996,Beaconwood,EOPMG,"Building Insurance, Caretaker, Landscape, Management Fee,, Recreation Facilities, Snow Removal",Outdoor Pool,$413,0 + 2,1.5,"$383,000",https://www.redfin.com/on/ottawa/1621-Locksley-Lane-K1J-1B6/home/150591158
"1668 Locksley Lane,Ottawa, ON K1J 1B6",1995,Beacon Hill North,Sentinel Management,"Caretaker, Common Area Hydro, Insurance, Landscape, Management, Fee, Reserve Fund Allocation",,$393.32,2,2,"$392,000",https://www.redfin.com/on/ottawa/1668-Locksley-Lane-K1J-1B6/home/150594817
"2041 Arrowsmith Dr Unit 208A,Ottawa, ON K1J 7V7",1971,Beacon Hill South,Sentinel Management,"Building Insurance, General Maintenance and Repair, Management, Fee, Recreation Facilities, Reserve Fund Allocation, Snow Removal, Water/Sewer","Balcony, Elevator, Outdoor Pool, Sauna, Storage Lockers",$403.93,2,1,"$285,000",https://www.redfin.com/on/ottawa/2041-Arrowsmith-Dr-K1J-7V7/unit-208A/home/150651896
"2044 Arrowsmith Dr Unit 301B,Ottawa, ON K1J 7V8",1975,Beacon Hill South,Sentinel Management,"Building Insurance, Caretaker, Management Fee, Recreation, Facilities","Elevator, Laundry, Outdoor Pool, Sauna, Storage Lockers",$438.67,3,1,"$280,000",https://www.redfin.com/on/ottawa/2044-Arrowsmith-Dr-K1J-8V9/unit-301B/home/150653394
"1218 Bethamy Lane,Ottawa, ON K1J 8P2",1977,Beacon Hill South,Reid Property Management,"Building Insurance, Caretaker, Management Fee, Water/Sewer",,$417,3,1.5,"$421,300",https://www.redfin.com/on/ottawa/1218-Bethamy-Lane-K1J/home/150655652
"1162 Chimney Hill Way,Ottawa, ON K1J 8Z8",1984,Beacon Hill South,Condominium Management Group,"Landscape, Management Fee, Reserve Fund Allocation, Snow, Removal, Water/Sewer","AC, Deck, Fire Place",$573,3,2.5,"$415,000",https://www.redfin.com/on/ottawa/1162-Chimney-Hill-Way-K1J-8Z8/home/150656937
"1317 Bethamy Lane,Ottawa, ON K1J 8P3",1977,Beacon Hill South,Reid Property Management,"Building Insurance, Management Fee, Snow Removal, Water/Sewer",,$429,3,1.5,"$481,500",https://www.redfin.com/on/ottawa/1317-Bethamy-Lane-K1J-8P3/home/150665250
"1237 Bethamy Lane,Ottawa, ON K1J 8P3",1977,Beacon Hill South,Reid Management,"Building Insurance, Caretaker, Management Fee, Water/Sewer",,$429,3,1.5,"$349,000",https://www.redfin.com/on/ottawa/1237-Bethamy-Lane-K1J-8P3/home/150782425
"1144 Gablefield Pvt,Ottawa, ON K1J 1E3",1997,Beaconwood - The Gables,CMG,"Building Insurance, Caretaker, General Maintenance and Repair,, Reserve Fund Allocation, Snow Removal",Playground,$379.35,0 + 2,1.5,"$360,000",https://www.redfin.com/on/ottawa/1144-Gablefield-Pvt-K1J-1E3/home/150786751
"1155 Chimney Hill Way,Gloucester, ON K1J 8Z9",1984,Beacon Hill South,Carleton Condo Corp,"Caretaker, Insurance, Management Fee, Reserve Fund Allocation,, Snow Removal, Water/Sewer",,$573,3,2.5,"$530,000",https://www.redfin.com/on/ottawa/1155-Chimney-Hill-Way-K1J/home/150787276
"2044 Arrowsmith Dr Unit 403C,Ottawa, ON K1J 7V8",1971,Beacon Hill South,Sentinel Management,"Building Insurance, Management Fee, Recreation Facilities,, Water/Sewer","Elevator, Outdoor Pool, Sauna, Storage Lockers",$341.15,1,1,"$167,000",https://www.redfin.com/on/ottawa/2044-Arrowsmith-Dr-K1J-8V9/unit-403C/home/150787524
"2041 Arrowsmith Dr Unit 402B,Ottawa, ON K1J 7V7",1971,Beacon Hill South,Sentinel Management,"Building Insurance, Garbage Removal, General Maintenance and, Repair, Snow Removal, Water/Sewer",,$418.75,2,1,"$210,000",https://www.redfin.com/on/ottawa/2041-Arrowsmith-Dr-K1J-7V7/unit-402B/home/150794805
"2044 Arrowsmith Dr Unit 208C,Ottawa, ON K1J 7V8",1970,Beaconhill South,SENTINEL MANAGEMENT,"Building Insurance, Caretaker, Landscape, Management Fee,, Recreation Facilities, Water/Sewer","Balcony, Elevator, Outdoor Pool, Sauna, Storage Lockers",$395.30,2,1,"$215,000",https://www.redfin.com/on/ottawa/2044-Arrowsmith-Dr-K1J-8V9/unit-208C/home/150800454
"1266 Bethamy Lane,Ottawa, ON K1J 8P4",1978,Beacon Hill South,Reid Property Management,"Caretaker, Garbage Removal, Insurance, Management Fee,, Water/Sewer",,$429,3,1.5,"$429,900",https://www.redfin.com/on/ottawa/1266-Bethamy-Lane-K1J-8P3/home/150802455
"1125 Chimney Hill Way,Ottawa, ON K1J 8Z7",1984,Beacon Hill South,Condominium Management Group,"Building Insurance, Management Fee, Water/Sewer",,$573.24,3,2,"$399,000",https://www.redfin.com/on/ottawa/1125-Chimney-Hill-Way-K1J/home/150806280
"2057 Jasmine Cres 29,Gloucester, ON K1J 7W2",1971,Beacon Hill South,Reid Property Management,"Building Insurance, General Maintenance and Repair, Landscape,, Management Fee, Reserve Fund Allocation, Snow Removal, Water/Sewer",,$488,3,1.5,"$384,900",https://www.redfin.com/on/ottawa/2057-Jasmine-Cres-K1J-7Z7/unit-29/home/150808994
"2210 Loyola Ave 19,Ottawa, ON K1J 7W3",1973,Beaconwood,Condominium Management Group,"Building Insurance, Caretaker, Management Fee, Snow Removal,, Water/Sewer",,$340,3 + 1,2,"$567,000",https://www.redfin.com/on/ottawa/2210-Loyola-Ave-K1J-7W3/unit-19/home/150810018
"2300 Ogilvie Rd E 55,Ottawa, ON K1J 7X8",1971,Beacon Heights,Condo Management Group,"Building Insurance, Management Fee, Recreation Facilities, Snow, Removal, Water/Sewer",AC,$505.81,4 + 1,2,"$501,555",https://www.redfin.com/on/ottawa/2300-Ogilvie-Rd-K1J-7X8/unit-55/home/150814253
"2000 Jasmine Cres 1512,Ottawa, ON K1J 8K4",1970,Beacon Hill,Reid,"Amenities, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Reserve Fund Allocation, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Laundry, Party Room, Sauna,, Tennis Court(S)",$584,2,1,"$300,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-1512/home/150816270
"2000 Jasmine Cres 617,Ottawa, ON K1J 8K4",1973,Beacon Hill South,Reid Property Management,"Amenities, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna, Tennis, Court(S), Whirlpool",$565,2,1,"$207,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-617/home/150816668
"2000 Jasmine Cres 711,Ottawa, ON K1J 8K4",1975,Beacon Hill South,REID PROPERTY MANANGEMENT,"Amenities, Building Insurance, General Maintenance and Repair,, Heat, Hydro, Management Fee, Recreation Facilities, Reserve Fund Allocation,, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna, Tennis, Court(S)",$576,2,1,"$250,500",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-711/home/150816781
"2000 Jasmine Cres 806,Ottawa, ON K1J 8K4",1974,Beacon Hill,Reid,"Building Insurance, Caretaker, Common Area Hydro, General, Maintenance and Repair, Heat, Hydro, Management Fee, Recreation Facilities,, Water/Sewer",,$584,2,1,"$321,400",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-806/home/150817395
"1900 Marquis Ave 17,Ottawa, ON K1J 8J2",1975,Beacon Hill North,Condominium Mgt. Group,"Building Insurance, Caretaker, General Maintenance and Repair,, Landscape, Management Fee, Recreation Facilities, Water/Sewer",Outdoor Pool,$474,3,2,"$450,000",https://www.redfin.com/on/ottawa/1900-Marquis-Ave-K1J-8J2/unit-17/home/150818762
"1900 Marquis Ave 3,Ottawa, ON K1J 8J2",1973,Beacon Hill North,Condominium Mgt. Group,"Building Insurance, Caretaker, General Maintenance and Repair,, Management Fee, Recreation Facilities, Reserve Fund Allocation, Snow Removal,, Water/Sewer",Outdoor Pool,$474.97,3,1.5,"$506,000",https://www.redfin.com/on/ottawa/1900-Marquis-Ave-K1J-8J2/unit-3/home/150819275
"2020 Jasmine Cres 206,Ottawa, ON K1J 8K5",1974,Beacon Hill South,Carleton Condominium Corp.,"Building Insurance, Caretaker, General Maintenance and Repair,, Heat, Hydro, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna, Tennis, Court(S), Whirlpool",$573,2,1,"$210,000",https://www.redfin.com/on/ottawa/2020-Jasmine-Cres-K1J-8K5/unit-206/home/150820934
"2020 Jasmine Cres 710,Ottawa, ON K1J 8K5",1975,Beacon Hill South,Reid Propety Management,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Heat, Hydro, Water/Sewer","Balcony, Exercise Centre, Indoor Pool, Laundry, Party Room, Storage, Lockers, Tennis Court(S)",$671,3,1.5,"$261,000",https://www.redfin.com/on/ottawa/2020-Jasmine-Cres-K1J-8K5/unit-710/home/150823371
"2111 Montreal Rd 151,Ottawa, ON K1J 8M8",1975,Beacon Heights,58 - CARLETON CONDOMINIUM CORP,"Building Insurance, Caretaker, General Maintenance and Repair,, Landscape, Management Fee, Reserve Fund Allocation, Snow Removal, Water/Sewer",Outdoor Pool,$439,3,1.5,"$565,000",https://www.redfin.com/on/ottawa/2111-Montreal-Rd-K1J-8M8/unit-151/home/150825545
"2111 Montreal Rd 25,Ottawa, ON K1J 8M8",1972,Beacon Hill North,Reid Property Management,"Amenities, Landscape, Recreation Facilities, Snow Removal,, Water/Sewer",Outdoor Pool,$420,3,1.5,"$410,000",https://www.redfin.com/on/ottawa/2111-Montreal-Rd-K1J-8M8/unit-25/home/150825889
"2044 Arrowsmith Dr Unit 202C,Gloucester, ON K1J 7V8",1971,Beacon Hill South,Sentinel Management,"Building Insurance, Common Area Hydro, Management Fee,, Recreation Facilities, Water/Sewer","Elevator, Laundry, Outdoor Pool, Sauna, Storage Lockers",$406.49,2,1,"$219,000",https://www.redfin.com/on/ottawa/2044-Arrowsmith-Dr-K1J-8V9/unit-202C/home/150827918
"915 Elmsmere Rd 714,Ottawa, ON K1J 8H8",1972,Beacon Hill South,Condo Management Group,"Amenities, Building Insurance, Heat, Hydro, Management Fee,, Water/Sewer","Balcony, Exercise Centre, Guest Suite, Laundry, Outdoor Pool, Party, Room",$543,2,1,"$280,000",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-714/home/150830227
"915 Elmsmere Rd 117,Ottawa, ON K1J 8H8",1972,Beacon Hill South,Condo Management Group,"Amenities, Building Insurance, Caretaker, Heat, Hydro,, Management Fee, Recreation Facilities, Water/Sewer","Balcony, Exercise Centre, Guest Suite, Laundry, Outdoor Pool, Party, Room, Storage Lockers",$669,3,1.5,"$287,000",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-117/home/150830623
"915 Elmsmere Rd 715,Ottawa, ON K1J 8H8",1973,Beacon Hill South,CMG,"Air Conditioning, Building Insurance, Caretaker, Common Area, Hydro, General Maintenance and Repair, Hydro, Management Fee, Reserve Fund, Allocation, Water/Sewer","Balcony, Elevator, Guest Suite, Outdoor Pool, Sauna, Storage, Lockers",$573,2,1,"$335,000",https://www.redfin.com/on/ottawa/915-Elmsmere-Rd-K1J-8H8/unit-715/home/150831966
"2000 Jasmine Cres 1016,Ottawa, ON K1J 8K4",1975,Beacon Hill South,Reid Property Management,"Building Insurance, General Maintenance and Repair, Heat, Hydro,, Landscape, Recreation Facilities, Water/Sewer","Balcony, Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna,, Tennis Court(S)",$671,3,1.5,"$250,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-1016/home/150839361
"2000 Jasmine Cres 204,Ottawa, ON K1J 8K4",1975,Beacon Hill South,Reid Property Management,"Amenities, Building Insurance, General Maintenance and Repair,, Heat, Hydro, Insurance, Management Fee, Snow Removal, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Sauna, Storage Lockers,, Whirlpool",$658,3,1.5,"$285,000",https://www.redfin.com/on/ottawa/2000-Jasmine-Cres-K1J-8K4/unit-204/home/150839410
